ID,Name,Price,"Quantity on Hand"
1268,"Dark blue-gray Plant Stand",$42.99,84
1269,"Black olive Storage Bench",$194.99,237
1270,"English red Bed",$389.99,129
1271,"Italian sky blue Sectional","$1,039.99",185
1272,"Big dip o’ruby Sectional","$1,039.99",35
1273,"Acid green Futon",$419.99,121
1274,"Wood brown Ottoman",$92.99,63
1275,"True Blue Nightstand",$81.99,59
1276,"Persian rose Bed",$389.99,143
1277,"Jade Crib",$289,89
1278,"Dark slate blue Futon",$419.99,71
1279,"Rose Sectional","$1,039.99",100
1280,"Burnt sienna Bed",$389.99,152
1281,"Electric green Dining Chair",$89.99,60
1282,"Misty rose Wardrobe",$719.99,193
1283,"Blue yonder Stool",$54.99,44
1284,"Copper red Dining Table",$800,96
1285,"Silver chalice Crib",$289,236
1286,"French blue Dresser",$599.99,65
1287,"Khaki Stool",$54.99,144
1288,"Arylide yellow Headboard",$222.99,157
1289,"Unmellow yellow End Table",$99.99,231
1290,"OU Crimson red Headboard",$222.99,202
1291,"Blast-off bronze Daybed",$711.99,56
1292,"Vivid sky blue Reclining Loveseat","$1,023.99",172
1293,"Resolution blue Loveseat",$669.99,164
1294,"Wisteria purple End Table",$99.99,227
1295,"Khaki Crib",$289,61
1296,"Light slate gray Crib",$289,184
1297,"Dark chocolate Storage Bench",$194.99,145
1298,"Tart Orange Dresser",$599.99,218
1299,"Pine tree Wardrobe",$719.99,171
1300,"Purple mountain majesty Reclining Loveseat","$1,023.99",46
1301,"United Nations blue Coffee Table",$222.95,243
1302,"Rose Pompadour Headboard",$222.99,197
1303,"New York pink Storage Bench",$194.99,218
1304,"Quinacridone magenta Plant Stand",$42.99,105
1305,"Light gray Daybed",$711.99,32
1306,"Russian green Reclining Sofa","$1,119.99",120
1307,"Deep chestnut Sleeper Sofa","$1,279.99",203
1308,"Burnt sienna Bed",$389.99,162
1309,"Thistle grey Dining Table",$800,175
1310,"Carolina blue Sofa",$1249.99,116
1311,"Celadon blue Daybed",$711.99,80
1312,"Ultramarine blue Loveseat",$669.99,119
1313,"Tuscan brown Bed",$389.99,197
1314,"Maximum red Stool",$54.99,102
1315,"Azure Crib",$289,123
1316,"Rosy brown Storage Bench",$194.99,190
1317,"Rose quartz Dining Chair",$89.99,41
1318,"Volt green Futon",$419.99,78
1319,"Rebecca Purple Dining Chair",$89.99,194
1320,"Rusty red Loveseat",$669.99,143
1321,"Copper penny Bench",$114.99,64
1322,"Persian blue Daybed",$711.99,235
1323,"Artichoke Nightstand",$81.99,128
1324,"Celadon green Reclining Sofa","$1,119.99",195
1325,"English green Futon",$419.99,98
1326,"Wine dregs maroon Crib",$289,205
1327,"Sunglow Sleeper Sofa","$1,279.99",142
1328,"Pale purple Reclining Loveseat","$1,023.99",102
1329,"Navajo white Bed",$389.99,89
1330,"Portland Orange End Table",$99.99,68
1331,"Rifle green Headboard",$222.99,53
1332,"Dark moss green Nightstand",$81.99,32
1333,"Wine dregs maroon Plant Stand",$42.99,35
1334,"Amaranth purple Coffee Table",$222.95,194
1335,"Terra cotta Storage Bench",$194.99,178
1336,"Ocean green End Table",$99.99,138
1337,"Queen blue End Table",$99.99,212
1338,"Amaranth purple Sectional","$1,039.99",138
1339,"USAFA blue Sleeper Sofa","$1,279.99",231
1340,"Sheen green Storage Bench",$194.99,203
1341,"Kelly green Coffee Table",$222.95,74
1342,"Medium sea green Crib",$289,209
1343,"Chinese violet Crib",$289,204
1344,"Floral white Coffee Table",$222.95,115
1345,"Black coral Bed",$389.99,48
1346,"Cadmium yellow Reclining Sofa","$1,119.99",84
1347,"Spring Frost Stool",$54.99,128
1348,"UA red Headboard",$222.99,88
1349,"Pale spring bud Stool",$54.99,168
1350,"True Blue Dining Table",$800,186
1351,"French blue Crib",$289,106
1352,"Bleu de France End Table",$99.99,178
1353,"Electric purple Plant Stand",$42.99,231
1354,"Medium turquoise Reclining Sofa","$1,119.99",197
1355,"Lemon curry Bench",$114.99,236
1356,"Bright maroon Nightstand",$81.99,192
1357,"Teal Bench",$114.99,37
1358,"Salmon pink Nightstand",$81.99,173
1359,"Medium purple End Table",$99.99,205
1360,"Light blue Wardrobe",$719.99,124
1361,"Brown sugar Sofa",$1249.99,151
1362,"Rust Chaise Lounge",$235.99,113
1363,"Cyber grape Futon",$419.99,34
1364,"Sienna Crib",$289,234
1365,"Opal Headboard",$222.99,59
1366,"Peach Wardrobe",$719.99,190
1367,"Copper red Headboard",$222.99,168
1368,"Turquoise blue End Table",$99.99,135
1369,"Lilac Headboard",$222.99,42
1370,"Malachite green Dresser",$599.99,27
1371,"Firebrick Bed",$389.99,54
1372,"Alloy orange Chaise Lounge",$235.99,67
1373,"Avocado Crib",$289,125
1374,"Umber Dresser",$599.99,37
1375,"Cobalt blue Reclining Sofa","$1,119.99",159
1376,"Celadon blue Wardrobe",$719.99,222
1377,"Tan Nightstand",$81.99,141
1378,"Heliotrope gray Stool",$54.99,93
1379,"Indigo dye Dining Table",$800,113
1380,"Blue Wardrobe",$719.99,86
1381,"Razzmatazz Storage Bench",$194.99,30
1382,"Pacific blue Dresser",$599.99,114
1383,"Royal blue Loveseat",$669.99,120
1384,"Beau blue Dining Table",$800,202
1385,"Cornflower blue Dresser",$599.99,151
1386,"Papaya whip Chaise Lounge",$235.99,159
1387,"Outrageous Orange Daybed",$711.99,170
1388,"Lapis lazuli Dining Chair",$89.99,244
1389,"Dodger blue End Table",$99.99,60
1390,"Medium blue Reclining Sofa","$1,119.99",161
1391,"Yellow Orange Bench",$114.99,90
1392,"Dark purple Storage Bench",$194.99,114
1393,"Safety yellow Sleeper Sofa","$1,279.99",76
1394,"Yellow-green Chaise Lounge",$235.99,225
1395,"Lawn green Bed",$389.99,77
1396,"Light gray Plant Stand",$42.99,88
1397,"Dark purple Plant Stand",$42.99,161
1398,"Kombu green Bed",$389.99,99
1399,"Hunter green Sleeper Sofa","$1,279.99",218
1400,"Plump Purple Dresser",$599.99,152
1401,"Strawberry Stool",$54.99,209
1402,"Dark orange Storage Bench",$194.99,231
1403,"Lincoln green Dining Table",$800,37
1404,"Little boy blue Wardrobe",$719.99,144
1405,"Yellow Sunshine Loveseat",$669.99,159
1406,"Desert sand Ottoman",$92.99,32
1407,"Pumpkin Reclining Sofa","$1,119.99",29
1408,"Rose Dust Crib",$289,44
1409,"Pale purple Dining Table",$800,191
1410,"Drab Sofa",$1249.99,56
1411,"Pine green Bed",$389.99,63
1412,"Fandango pink Plant Stand",$42.99,140
1413,"Maximum green yellow Loveseat",$669.99,200
1414,"Desert Crib",$289,162
1415,"Pacific blue Dresser",$599.99,207
1416,"Saffron Futon",$419.99,41
1417,"Earth yellow Crib",$289,99
1418,"Spanish carmine Bench",$114.99,53
1419,"Powder blue Stool",$54.99,240
1420,"Khaki Dresser",$599.99,46
1421,"Pine tree Reclining Loveseat","$1,023.99",158
1422,"Orchid pink End Table",$99.99,224
1423,"Old lace Sofa",$1249.99,220
1424,"Non-photo blue Ottoman",$92.99,196
1425,"Amethyst Coffee Table",$222.95,231
1426,"Sepia Stool",$54.99,78
1427,"Maximum green Coffee Table",$222.95,135
1428,"Congo pink Nightstand",$81.99,160
1429,"Polished Pine Sleeper Sofa","$1,279.99",98
1430,"Dark violet Plant Stand",$42.99,243
1431,"Old mauve Crib",$289,132
1432,"French blue Dining Chair",$89.99,93
1433,"Lavender gray Stool",$54.99,93
1434,"Maximum red purple Reclining Loveseat","$1,023.99",174
1435,"Maximum green yellow Bench",$114.99,53
1436,"Candy apple red Wardrobe",$719.99,111
1437,"Sizzling Sunrise yellow Dresser",$599.99,232
1438,"Lavender Dresser",$599.99,138
1439,"Tropical rainforest Reclining Sofa","$1,119.99",234
1440,"Dark brown Dining Chair",$89.99,148
1441,"Schauss pink Dining Table",$800,146
1442,"Liseran purple Dining Chair",$89.99,117
1443,"Beige Nightstand",$81.99,184
1444,"Spanish orange Crib",$289,96
1445,"Slate gray Wardrobe",$719.99,151
1446,"Bud green Coffee Table",$222.95,178
1447,"Picotee blue End Table",$99.99,116
1448,"Dark sky blue Chaise Lounge",$235.99,47
1449,"Green-cyan Dining Table",$800,93
1450,"Coral pink Bed",$389.99,31
1451,"Lemon Stool",$54.99,110
1452,"Mint Wardrobe",$719.99,190
1453,"Brown sugar Wardrobe",$719.99,178
1454,"Fluorescent blue Sofa",$1249.99,71
1455,"Pastel pink Nightstand",$81.99,193
1456,"Sky blue Sofa",$1249.99,185
1457,"Arylide yellow Headboard",$222.99,235
1458,"Field drab Stool",$54.99,229
1459,"Persian pink Storage Bench",$194.99,189
1460,"Corn Coffee Table",$222.95,83
1461,"Malachite green Coffee Table",$222.95,27
1462,"Indian yellow Plant Stand",$42.99,161
1463,"Dark chocolate Sofa",$1249.99,130
1464,"Rusty red Futon",$419.99,88
1465,"Neon green Sleeper Sofa","$1,279.99",38
1466,"Glossy grape Storage Bench",$194.99,216
1467,"Bright yellow Ottoman",$92.99,97
1468,"Cyan Dining Table",$800,150
1469,"Warm black Coffee Table",$222.95,248
1470,"Mexican pink Coffee Table",$222.95,123
1471,"Paradise pink Stool",$54.99,233
1472,"Burgundy Crib",$289,240
1473,"Ivory Nightstand",$81.99,39
1474,"Jet Headboard",$222.99,99
1475,"Royal yellow Reclining Sofa","$1,119.99",136
1476,"Bleu de France Sectional","$1,039.99",173
1477,"Manatee grey Ottoman",$92.99,181
1478,"Antique bronze Dresser",$599.99,60
1479,"Orange soda Bench",$114.99,57
1480,"Heliotrope Headboard",$222.99,165
1481,"Red-purple Storage Bench",$194.99,133
1482,"Burgundy Sectional","$1,039.99",237
1483,"Roman silver Futon",$419.99,115
1484,"Firebrick Headboard",$222.99,148
1485,"Middle green Plant Stand",$42.99,196
1486,"Non-photo blue Sleeper Sofa","$1,279.99",246
1487,"Maximum red purple Sleeper Sofa","$1,279.99",217
1488,"Tickle Me Pink Daybed",$711.99,104
1489,"Almond Futon",$419.99,137
1490,"June bud Sofa",$1249.99,125
1491,"Palatinate purple Plant Stand",$42.99,225
1492,"Spring green Chaise Lounge",$235.99,89
1493,"Blue Loveseat",$669.99,242
1494,"Dark blue-gray Sectional","$1,039.99",222
1495,"Granny Smith apple Crib",$289,45
1496,"Violet-red End Table",$99.99,98
1497,"French beige Loveseat",$669.99,192
1498,"Fandango pink Ottoman",$92.99,167
1499,"International orange Sectional","$1,039.99",60
1500,"Red-purple Dresser",$599.99,32
1501,"Flax Storage Bench",$194.99,89
1502,"Raspberry End Table",$99.99,93
1503,"Khaki Headboard",$222.99,243
1504,"Blue jeans Reclining Loveseat","$1,023.99",74
1505,"Asparagus green Sleeper Sofa","$1,279.99",113
1506,"Lilac Plant Stand",$42.99,168
1507,"Brink pink Coffee Table",$222.95,59
1508,"Tangerine Daybed",$711.99,138
1509,"Raw umber End Table",$99.99,94
1510,"Dartmouth green Plant Stand",$42.99,102
1511,"Dark violet Headboard",$222.99,90
1512,"Old rose End Table",$99.99,51
1513,"UA red Nightstand",$81.99,84
1514,"Prune Coffee Table",$222.95,210
1515,"Maximum yellow Sleeper Sofa","$1,279.99",192
1516,"Trypan Blue Sectional","$1,039.99",44
1517,"English red Headboard",$222.99,157
1518,"Deep sky blue Headboard",$222.99,162
1519,"Wild blue yonder Dresser",$599.99,150
1520,"Cream Headboard",$222.99,158
1521,"Thistle grey Reclining Loveseat","$1,023.99",125
1522,"Lemon Reclining Sofa","$1,119.99",93
1523,"Maximum green yellow Bench",$114.99,143
1524,"Old lace Bed",$389.99,194
1525,"Middle purple Nightstand",$81.99,80
1526,"China rose Reclining Loveseat","$1,023.99",148
1527,"Light blue Headboard",$222.99,163
1528,"Charm pink Daybed",$711.99,126
1529,"Flame Ottoman",$92.99,109
1530,"Platinum Futon",$419.99,65
1531,"Maximum green yellow Crib",$289,40
1532,"Copper red Ottoman",$92.99,192
1533,"Pale Dogwood Crib",$289,131
1534,"Indian red Crib",$289,86
1535,"Star command blue End Table",$99.99,45
1536,"Yellow Crib",$289,204
1537,"Jade Dining Chair",$89.99,178
1538,"Chocolate Coffee Table",$222.95,174
1539,"Ultra pink Sectional","$1,039.99",150
1540,"Trypan Blue Dining Chair",$89.99,129
1541,"Granite gray Dining Chair",$89.99,75
1542,"Cinnabar Dining Table",$800,26
1543,"Golden yellow Sleeper Sofa","$1,279.99",215
1544,"Desert End Table",$99.99,140
1545,"Gray Sleeper Sofa","$1,279.99",236
1546,"Puce Loveseat",$669.99,167
1547,"Davy's grey Ottoman",$92.99,195
1548,"Cyan Nightstand",$81.99,41
1549,"Wild orchid Crib",$289,81
1550,"School Bus Yellow Chaise Lounge",$235.99,59
1551,"India green Stool",$54.99,225
1552,"Winter Sky Reclining Loveseat","$1,023.99",30
1553,"Persian indigo Stool",$54.99,180
1554,"Dodger blue Nightstand",$81.99,39
1555,"Pale pink Futon",$419.99,75
1556,"Floral white Bench",$114.99,126
1557,"Bright yellow Futon",$419.99,219
1558,"Razzmatazz Dining Chair",$89.99,240
1559,"Green Sleeper Sofa","$1,279.99",212
1560,"Prussian blue Plant Stand",$42.99,95
1561,"Taupe Plant Stand",$42.99,121
1562,"Van Dyke brown Nightstand",$81.99,131
1563,"Mountain Meadow green Sleeper Sofa","$1,279.99",193
1564,"Pacific blue Crib",$289,55
1565,"Duke blue Bed",$389.99,73
1566,"Wisteria purple Sleeper Sofa","$1,279.99",160
1567,"Screamin' Green Bench",$114.99,123
1568,"Blue-gray Bed",$389.99,29
1569,"Medium slate blue Sleeper Sofa","$1,279.99",53
1570,"Maize Reclining Loveseat","$1,023.99",132
1571,"Canary yellow Sleeper Sofa","$1,279.99",131
1572,"Bottle green Ottoman",$92.99,25
1573,"New York pink Loveseat",$669.99,108
1574,"Vermilion Chaise Lounge",$235.99,116
1575,"Sonic silver Loveseat",$669.99,186
1576,"Bluetiful Ottoman",$92.99,121
1577,"Magenta haze Bench",$114.99,215
1578,"Dark olive green End Table",$99.99,96
1579,"Denim Dresser",$599.99,180
1580,"Flame Bed",$389.99,115
1581,"Spanish carmine Sofa",$1249.99,184
1582,"Persian green Stool",$54.99,30
1583,"Forest green Sofa",$1249.99,177
1584,"Ultra red Bed",$389.99,32
1585,"Cerulean blue Sleeper Sofa","$1,279.99",56
1586,"International Klein Blue Daybed",$711.99,150
1587,"Quinacridone magenta Sectional","$1,039.99",58
1588,"Italian sky blue Chaise Lounge",$235.99,163
1589,"Rose quartz Nightstand",$81.99,167
1590,"Ultra pink Stool",$54.99,94
1591,"Sapphire Loveseat",$669.99,46
1592,"Liseran purple Plant Stand",$42.99,203
1593,"Dartmouth green Loveseat",$669.99,226
1594,"Purple pizzazz Crib",$289,34
1595,"Fawn Storage Bench",$194.99,86
1596,"Rose Dust Coffee Table",$222.95,91
1597,"Antique fuchsia Dining Chair",$89.99,233
1598,"Mauve Dresser",$599.99,69
1599,"Lemon glacier Futon",$419.99,39
1600,"Apricot Ottoman",$92.99,136
1601,"Shimmering Blush Loveseat",$669.99,74
1602,"Lilac Sleeper Sofa","$1,279.99",138
1603,"Maximum blue purple Dresser",$599.99,134
1604,"Tangerine Nightstand",$81.99,49
1605,"Burnt umber Sofa",$1249.99,155
1606,"French raspberry Nightstand",$81.99,31
1607,"Orange End Table",$99.99,178
1608,"Lemon curry Chaise Lounge",$235.99,234
1609,"Iceberg Bed",$389.99,139
1610,"Sea green Dining Table",$800,195
1611,"Rusty red Dining Table",$800,38
1612,"Safety yellow Daybed",$711.99,89
1613,"Sand Storage Bench",$194.99,150
1614,"Chinese red Sectional","$1,039.99",36
1615,"United Nations blue Sleeper Sofa","$1,279.99",240
1616,"Dark purple Sectional","$1,039.99",150
1617,"Mardi Gras purple Bed",$389.99,172
1618,"Shocking pink Headboard",$222.99,103
1619,"Malachite green Sofa",$1249.99,40
1620,"Solid pink Futon",$419.99,124
1621,"Pistachio Dresser",$599.99,154
1622,"Bud green Reclining Sofa","$1,119.99",242
1623,"Apple green Futon",$419.99,217
1624,"Citron Crib",$289,240
1625,"Cornflower blue Dining Chair",$89.99,42
1626,"Tyrian purple Nightstand",$81.99,118
1627,"Light green Sleeper Sofa","$1,279.99",129
1628,"Maximum red purple Stool",$54.99,94
1629,"Saffron Sleeper Sofa","$1,279.99",156
1630,"Onyx Storage Bench",$194.99,242
1631,"Magenta haze Nightstand",$81.99,37
1632,"Coyote brown Daybed",$711.99,108
1633,"Tickle Me Pink Sleeper Sofa","$1,279.99",43
1634,"Pink flamingo Plant Stand",$42.99,181
1635,"Tangerine Wardrobe",$719.99,155
1636,"Imperial red Coffee Table",$222.95,155
1637,"Pictorial carmine Reclining Loveseat","$1,023.99",232
1638,"Dutch white Headboard",$222.99,160
1639,"Persian indigo Reclining Loveseat","$1,023.99",48
1640,"Cerulean frost Plant Stand",$42.99,232
1641,"Dark orange Dining Chair",$89.99,29
1642,"Dark orchid Nightstand",$81.99,56
1643,"Rose ebony Storage Bench",$194.99,185
1644,"Red Plant Stand",$42.99,71
1645,"Linen Wardrobe",$719.99,90
1646,"Old rose Reclining Sofa","$1,119.99",45
1647,"French lime Futon",$419.99,117
1648,"Mandarin Ottoman",$92.99,153
1649,"Goldenrod Chaise Lounge",$235.99,139
1650,"Dark slate blue Bed",$389.99,201
1651,"Kombu green Reclining Sofa","$1,119.99",96
1652,"Fire engine red Chaise Lounge",$235.99,204
1653,"Old gold Dining Table",$800,41
1654,"Alabaster Storage Bench",$194.99,51
1655,"Puce Chaise Lounge",$235.99,43
1656,"Maximum red purple Reclining Loveseat","$1,023.99",51
1657,"Metallic Seaweed Wardrobe",$719.99,116
1658,"Auburn Dresser",$599.99,246
1659,"Teal Stool",$54.99,146
1660,"Neon blue Crib",$289,31
1661,"Duke blue Bench",$114.99,136
1662,"Dark magenta Sleeper Sofa","$1,279.99",25
1663,"Misty moss green Loveseat",$669.99,85
1664,"Maximum green yellow Plant Stand",$42.99,30
1665,"Tango pink Chaise Lounge",$235.99,45
1666,"Mikado yellow Reclining Sofa","$1,119.99",215
1667,"Pink Reclining Sofa","$1,119.99",74
1668,"Lilac Luster Plant Stand",$42.99,152
1669,"Bluetiful Bench",$114.99,116
1670,"Amaranth pink Reclining Loveseat","$1,023.99",60
1671,"Process yellow Coffee Table",$222.95,170
1672,"English violet Sectional","$1,039.99",149
1673,"Golden brown Reclining Loveseat","$1,023.99",140
1674,"Mauvelous Plant Stand",$42.99,162
1675,"Tropical rainforest Futon",$419.99,197
1676,"Red Salsa Dresser",$599.99,86
1677,"Star command blue Ottoman",$92.99,163
1678,"Saffron Storage Bench",$194.99,239
1679,"Bleu de France Chaise Lounge",$235.99,53
1680,"Safety yellow End Table",$99.99,143
1681,"Alloy orange Reclining Sofa","$1,119.99",163
1682,"Eggplant Bench",$114.99,177
1683,"Rose madder Plant Stand",$42.99,31
1684,"Electric indigo Reclining Loveseat","$1,023.99",92
1685,"Shimmering Blush Reclining Sofa","$1,119.99",42
1686,"Cornflower blue Dining Chair",$89.99,250
1687,"Navy blue Dining Table",$800,37
1688,"Lavender blue Sofa",$1249.99,189
1689,"Jade Sofa",$1249.99,250
1690,"Rocket metallic Plant Stand",$42.99,29
1691,"Radical Red Sleeper Sofa","$1,279.99",37
1692,"Old silver Ottoman",$92.99,122
1693,"Cadmium orange Futon",$419.99,206
1694,"Cool grey Chaise Lounge",$235.99,156
1695,"Raw sienna Dining Table",$800,27
1696,"Dark slate blue Nightstand",$81.99,226
1697,"Silver chalice Wardrobe",$719.99,52
1698,"Marigold Loveseat",$669.99,30
1699,"Tuscan tan Nightstand",$81.99,223
1700,"Paradise pink Dining Table",$800,229
1701,"Sand dune Dining Chair",$89.99,138
1702,"Light gray Reclining Sofa","$1,119.99",85
1703,"Portland Orange Chaise Lounge",$235.99,142
1704,"Smoky black Sectional","$1,039.99",233
1705,"Café au lait Crib",$289,158
1706,"Ash gray Daybed",$711.99,106
1707,"Hunter green Crib",$289,78
1708,"Rosy brown Ottoman",$92.99,244
1709,"Blue jeans Nightstand",$81.99,140
1710,"Sienna Sofa",$1249.99,99
1711,"Neon green Reclining Loveseat","$1,023.99",51
1712,"Pink lace Wardrobe",$719.99,145
1713,"USAFA blue Nightstand",$81.99,53
1714,"Dark orchid Headboard",$222.99,37
1715,"Quick Silver Wardrobe",$719.99,112
1716,"English violet Futon",$419.99,165
1717,"Dark pastel green Sleeper Sofa","$1,279.99",143
1718,"Roman silver Dining Table",$800,58
1719,"Spanish red Nightstand",$81.99,61
1720,"Chrome yellow Crib",$289,27
1721,"Medium blue Chaise Lounge",$235.99,122
1722,"Pullman Brown Storage Bench",$194.99,117
1723,"Process yellow Headboard",$222.99,179
1724,"Honolulu blue Dining Chair",$89.99,238
1725,"Champagne pink Wardrobe",$719.99,55
1726,"Dark slate gray Stool",$54.99,250
1727,"Red-violet Storage Bench",$194.99,109
1728,"French mauve Loveseat",$669.99,163
1729,"YInMn Blue Wardrobe",$719.99,178
1730,"Tea rose Plant Stand",$42.99,93
1731,"Heliotrope Bed",$389.99,134
1732,"Rose taupe Bench",$114.99,192
1733,"Apricot Plant Stand",$42.99,94
1734,"Sunray gold Headboard",$222.99,92
1735,"Livid blue Plant Stand",$42.99,45
1736,"Salmon pink Nightstand",$81.99,116
1737,"Carmine Daybed",$711.99,26
1738,"Spanish violet Bench",$114.99,218
1739,"Vanilla ice Bench",$114.99,196
1740,"French lilac Bed",$389.99,105
1741,"Ruby red Wardrobe",$719.99,213
1742,"Piggy pink Storage Bench",$194.99,224
1743,"Fiery rose Reclining Sofa","$1,119.99",95
1744,"Dark electric blue Dining Table",$800,50
1745,"Piggy pink Ottoman",$92.99,37
1746,"Cadmium yellow Chaise Lounge",$235.99,158
1747,"Flame Bed",$389.99,240
1748,"Jazzberry jam Futon",$419.99,139
1749,"Uranian blue Crib",$289,113
1750,"Rose madder Crib",$289,208
1751,"UP Forest green Sofa",$1249.99,240
1752,"Candy pink Dining Table",$800,93
1753,"Mountbatten pink Daybed",$711.99,204
1754,"Cardinal Dresser",$599.99,122
1755,"Pale spring bud Futon",$419.99,172
1756,"Lavender gray Reclining Loveseat","$1,023.99",83
1757,"Harvest gold Reclining Loveseat","$1,023.99",195
1758,"Cadet blue Sleeper Sofa","$1,279.99",82
1759,"Sandy brown Coffee Table",$222.95,70
1760,"English green Reclining Sofa","$1,119.99",221
1761,"Lavender Plant Stand",$42.99,166
1762,"Spring bud Wardrobe",$719.99,166
1763,"Bud green Sofa",$1249.99,218
1764,"Spanish pink Dining Table",$800,204
1765,"Light periwinkle Storage Bench",$194.99,139
1766,"Puce Reclining Sofa","$1,119.99",178
1767,"Razzmic Berry Coffee Table",$222.95,247
1768,"Steel blue Loveseat",$669.99,208
1769,"Tuscan red Sleeper Sofa","$1,279.99",244
1770,"Chrome yellow Stool",$54.99,95
1771,"Lapis lazuli Sectional","$1,039.99",155
1772,"Electric green Sectional","$1,039.99",103
1773,"Cerulean Dining Chair",$89.99,27
1774,"Little boy blue End Table",$99.99,244
1775,"Turquoise green Sofa",$1249.99,43
1776,"Baby pink Sofa",$1249.99,180
1777,"Cerulean blue Chaise Lounge",$235.99,122
1778,"Citron Chaise Lounge",$235.99,141
1779,"Raw umber Sleeper Sofa","$1,279.99",227
1780,"Mardi Gras purple End Table",$99.99,181
1781,"Pink lace Coffee Table",$222.95,88
1782,"Uranian blue Sofa",$1249.99,190
1783,"Sapphire Dining Chair",$89.99,209
1784,"Teal blue Reclining Loveseat","$1,023.99",54
1785,"Olive Drab Dining Chair",$89.99,165
1786,"Hot magenta Wardrobe",$719.99,216
1787,"Wintergreen Dream Storage Bench",$194.99,235
1788,"Granite gray Sectional","$1,039.99",84
1789,"Rocket metallic Dining Chair",$89.99,200
1790,"Paolo Veronese green Sectional","$1,039.99",116
1791,"Strawberry Blonde Bench",$114.99,46
1792,"Strawberry Plant Stand",$42.99,71
1793,"Salmon Bench",$114.99,230
1794,"Tea rose Reclining Sofa","$1,119.99",237
1795,"Bittersweet shimmer Chaise Lounge",$235.99,85
1796,"Dark red Dining Table",$800,117
1797,"Lincoln green Loveseat",$669.99,45
1798,"Blast-off bronze Ottoman",$92.99,223
1799,"Brandy Nightstand",$81.99,83
1800,"Ghost white Storage Bench",$194.99,57
1801,"Bright yellow Bench",$114.99,169
1802,"Wild blue yonder Dining Table",$800,134
1803,"Cadmium red Daybed",$711.99,235
1804,"Royal blue Dresser",$599.99,111
1805,"Deep chestnut Bed",$389.99,246
1806,"Dark magenta Sectional","$1,039.99",204
1807,"Bright lilac Stool",$54.99,82
1808,"Wheat gold Sectional","$1,039.99",199
1809,"Vanilla ice Sleeper Sofa","$1,279.99",202
1810,"Magenta haze End Table",$99.99,135
1811,"Lilac Stool",$54.99,242
1812,"Frostbite pink Stool",$54.99,222
1813,"Tufts blue Crib",$289,95
1814,"Jasmine Reclining Sofa","$1,119.99",144
1815,"Amaranth purple Bench",$114.99,146
1816,"Cadmium red Dining Chair",$89.99,159
1817,"Radical Red Dining Chair",$89.99,158
1818,"Tufts blue Bed",$389.99,247
1819,"Space cadet blue Bed",$389.99,152
1820,"Indian yellow Reclining Loveseat","$1,023.99",229
1821,"Melon pink Reclining Loveseat","$1,023.99",174
1822,"Burnt umber Coffee Table",$222.95,120
1823,"Sizzling Red Storage Bench",$194.99,30
1824,"China rose Daybed",$711.99,173
1825,"Denim Dining Table",$800,48
1826,"Beige Loveseat",$669.99,114
1827,"Maximum purple Wardrobe",$719.99,241
1828,"Radical Red Dining Chair",$89.99,187
1829,"Mexican pink Sofa",$1249.99,193
1830,"Midnight green Nightstand",$81.99,107
1831,"Hansa yellow Sleeper Sofa","$1,279.99",56
1832,"French violet Loveseat",$669.99,64
1833,"Dark lava Dresser",$599.99,127
1834,"Medium violet-red Reclining Loveseat","$1,023.99",31
1835,"Harvard Crimson Chaise Lounge",$235.99,149
1836,"Café au lait Plant Stand",$42.99,104
1837,"Olive Loveseat",$669.99,82
1838,"Raspberry Stool",$54.99,115
1839,"Dark cornflower blue Bed",$389.99,131
1840,"Straw Reclining Sofa","$1,119.99",166
1841,"Pale silver Headboard",$222.99,110
1842,"Deep champagne Wardrobe",$719.99,238
1843,"Neon green Headboard",$222.99,82
1844,"Volt green Dresser",$599.99,27
1845,"Prussian blue Dining Table",$800,142
1846,"Golden yellow Chaise Lounge",$235.99,39
1847,"Spring green Bed",$389.99,27
1848,"India green Daybed",$711.99,99
1849,"Duke blue End Table",$99.99,56
1850,"Han purple Bed",$389.99,155
1851,"Flax Crib",$289,156
1852,"Alice blue Plant Stand",$42.99,218
1853,"Neon fuchsia Chaise Lounge",$235.99,112
1854,"Green Sofa",$1249.99,202
1855,"Mango Sleeper Sofa","$1,279.99",196
1856,"English red Reclining Loveseat","$1,023.99",167
1857,"Pale purple Reclining Loveseat","$1,023.99",203
1858,"Bud green Nightstand",$81.99,25
1859,"Black coffee End Table",$99.99,194
1860,"Cerulean blue Bench",$114.99,200
1861,"Eggshell Dining Table",$800,126
1862,"Slate blue Coffee Table",$222.95,145
1863,"Baby pink Storage Bench",$194.99,188
1864,"Cornflower blue Loveseat",$669.99,215
1865,"Indigo dye Plant Stand",$42.99,147
1866,"Light cornflower blue Futon",$419.99,128
1867,"Burgundy Sofa",$1249.99,39
1868,"Slate gray End Table",$99.99,79
1869,"Dark brown Sofa",$1249.99,134
1870,"Palatinate purple Futon",$419.99,84
1871,"French blue Coffee Table",$222.95,146
1872,"Purple pizzazz Dining Chair",$89.99,163
1873,"Raspberry rose Wardrobe",$719.99,70
1874,"Light pink End Table",$99.99,78
1875,"Raw umber Chaise Lounge",$235.99,91
1876,"Rose pink Dresser",$599.99,74
1877,"Dark sea green Nightstand",$81.99,241
1878,"Honolulu blue Dresser",$599.99,109
1879,"Mystic maroon Loveseat",$669.99,89
1880,"Chocolate Cosmos Bench",$114.99,44
